order_graphql_id,order_id,order_name,created_at,created_at_melbourne,created_date_melbourne,processed_at,processed_at_melbourne,processed_date_melbourne,updated_at,cancelled_at,cancel_reason,test,confirmed,closed,edited,fully_paid,source_name,registered_source_url,attribution_handle,attribution_display_name,app_id,app_name,financial_status,fulfillment_status,payment_gateway_names,currency,presentment_currency,subtotal_line_items_quantity,return_status,shipping_country_code,line_item_count,current_subtotal_shop_amount,current_subtotal_shop_currency,current_subtotal_presentment_amount,current_subtotal_presentment_currency,current_total_discounts_shop_amount,current_total_discounts_shop_currency,current_total_discounts_presentment_amount,current_total_discounts_presentment_currency,current_total_tax_shop_amount,current_total_tax_shop_currency,current_total_tax_presentment_amount,current_total_tax_presentment_currency,current_shipping_price_shop_amount,current_shipping_price_shop_currency,current_shipping_price_presentment_amount,current_shipping_price_presentment_currency,current_total_shop_amount,current_total_shop_currency,current_total_presentment_amount,current_total_presentment_currency,total_received_shop_amount,total_received_shop_currency,total_received_presentment_amount,total_received_presentment_currency,total_refunded_shop_amount,total_refunded_shop_currency,total_refunded_presentment_amount,total_refunded_presentment_currency
gid://shopify/Order/6615803232395,6615803232395,STE138425,2026-07-05T14:32:39Z,2026-07-06T00:32:39+10:00,2026-07-06,2026-07-05T14:32:35Z,2026-07-06T00:32:35+10:00,2026-07-06,2026-07-07T03:07:43Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,317.0,AUD,317.0,AUD,0.0,AUD,0.0,AUD,28.81,AUD,28.81,AUD,0.0,AUD,0.0,AUD,317.0,AUD,317.0,AUD,317.0,AUD,317.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616430149771,6616430149771,STE138426,2026-07-05T21:10:00Z,2026-07-06T07:10:00+10:00,2026-07-06,2026-07-05T21:09:56Z,2026-07-06T07:09:56+10:00,2026-07-06,2026-07-07T08:03:26Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,47.2,AUD,47.2,AUD,11.8,AUD,11.8,AUD,5.38,AUD,5.38,AUD,12.0,AUD,12.0,AUD,59.2,AUD,59.2,AUD,59.2,AUD,59.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616448761995,6616448761995,STE138427,2026-07-05T21:23:41Z,2026-07-06T07:23:41+10:00,2026-07-06,2026-07-05T21:23:35Z,2026-07-06T07:23:35+10:00,2026-07-06,2026-07-08T01:48:15Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,47.2,AUD,47.2,AUD,11.8,AUD,11.8,AUD,5.38,AUD,5.38,AUD,12.0,AUD,12.0,AUD,59.2,AUD,59.2,AUD,59.2,AUD,59.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616450760843,6616450760843,STE138428,2026-07-05T21:25:12Z,2026-07-06T07:25:12+10:00,2026-07-06,2026-07-05T21:25:07Z,2026-07-06T07:25:07+10:00,2026-07-06,2026-07-08T00:13:30Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,135.2,AUD,135.2,AUD,33.8,AUD,33.8,AUD,13.2,AUD,13.2,AUD,10.0,AUD,10.0,AUD,145.2,AUD,145.2,AUD,145.2,AUD,145.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616454856843,6616454856843,STE138429,2026-07-05T21:28:12Z,2026-07-06T07:28:12+10:00,2026-07-06,2026-07-05T21:28:08Z,2026-07-06T07:28:08+10:00,2026-07-06,2026-07-08T04:25:05Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,71.2,AUD,71.2,AUD,17.8,AUD,17.8,AUD,7.38,AUD,7.38,AUD,10.0,AUD,10.0,AUD,81.2,AUD,81.2,AUD,81.2,AUD,81.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616457642123,6616457642123,STE138430,2026-07-05T21:29:59Z,2026-07-06T07:29:59+10:00,2026-07-06,2026-07-05T21:29:54Z,2026-07-06T07:29:54+10:00,2026-07-06,2026-07-08T01:13:50Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,71.2,AUD,71.2,AUD,17.8,AUD,17.8,AUD,7.56,AUD,7.56,AUD,12.0,AUD,12.0,AUD,83.2,AUD,83.2,AUD,83.2,AUD,83.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616464359563,6616464359563,STE138431,2026-07-05T21:35:00Z,2026-07-06T07:35:00+10:00,2026-07-06,2026-07-05T21:34:55Z,2026-07-06T07:34:55+10:00,2026-07-06,2026-07-09T02:08:42Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,79.2,AUD,79.2,AUD,19.8,AUD,19.8,AUD,8.11,AUD,8.11,AUD,10.0,AUD,10.0,AUD,89.2,AUD,89.2,AUD,89.2,AUD,89.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616470388875,6616470388875,STE138432,2026-07-05T21:39:58Z,2026-07-06T07:39:58+10:00,2026-07-06,2026-07-05T21:39:54Z,2026-07-06T07:39:54+10:00,2026-07-06,2026-07-07T02:52:28Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,129.0,AUD,129.0,AUD,0.0,AUD,0.0,AUD,12.64,AUD,12.64,AUD,10.0,AUD,10.0,AUD,139.0,AUD,139.0,AUD,139.0,AUD,139.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616479301771,6616479301771,STE138433,2026-07-05T21:48:07Z,2026-07-06T07:48:07+10:00,2026-07-06,2026-07-05T21:48:06Z,2026-07-06T07:48:06+10:00,2026-07-06,2026-07-08T00:01:49Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,71.2,AUD,71.2,AUD,17.8,AUD,17.8,AUD,7.38,AUD,7.38,AUD,10.0,AUD,10.0,AUD,81.2,AUD,81.2,AUD,81.2,AUD,81.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616490311819,6616490311819,STE138434,2026-07-05T21:59:37Z,2026-07-06T07:59:37+10:00,2026-07-06,2026-07-05T21:59:34Z,2026-07-06T07:59:34+10:00,2026-07-06,2026-07-07T00:02:49Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,149.6,AUD,149.6,AUD,37.4,AUD,37.4,AUD,14.51,AUD,14.51,AUD,10.0,AUD,10.0,AUD,159.6,AUD,159.6,AUD,159.6,AUD,159.6,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616503484555,6616503484555,STE138435,2026-07-05T22:11:17Z,2026-07-06T08:11:17+10:00,2026-07-06,2026-07-05T22:11:15Z,2026-07-06T08:11:15+10:00,2026-07-06,2026-07-08T02:12:56Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,71.2,AUD,71.2,AUD,17.8,AUD,17.8,AUD,7.38,AUD,7.38,AUD,10.0,AUD,10.0,AUD,81.2,AUD,81.2,AUD,81.2,AUD,81.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616503517323,6616503517323,STE138436,2026-07-05T22:11:17Z,2026-07-06T08:11:17+10:00,2026-07-06,2026-07-05T22:11:13Z,2026-07-06T08:11:13+10:00,2026-07-06,2026-07-07T02:33:47Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,357.4,AUD,357.4,AUD,39.6,AUD,39.6,AUD,32.49,AUD,32.49,AUD,0.0,AUD,0.0,AUD,357.4,AUD,357.4,AUD,357.4,AUD,357.4,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616507515019,6616507515019,STE138437,2026-07-05T22:14:59Z,2026-07-06T08:14:59+10:00,2026-07-06,2026-07-05T22:14:56Z,2026-07-06T08:14:56+10:00,2026-07-06,2026-07-09T04:10:14Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,119.2,AUD,119.2,AUD,29.8,AUD,29.8,AUD,11.75,AUD,11.75,AUD,10.0,AUD,10.0,AUD,129.2,AUD,129.2,AUD,129.2,AUD,129.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616510431371,6616510431371,STE138438,2026-07-05T22:18:21Z,2026-07-06T08:18:21+10:00,2026-07-06,2026-07-05T22:18:17Z,2026-07-06T08:18:17+10:00,2026-07-06,2026-07-09T06:44:42Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,103.2,AUD,103.2,AUD,25.8,AUD,25.8,AUD,10.29,AUD,10.29,AUD,10.0,AUD,10.0,AUD,113.2,AUD,113.2,AUD,113.2,AUD,113.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616533237899,6616533237899,STE138439,2026-07-05T22:38:35Z,2026-07-06T08:38:35+10:00,2026-07-06,2026-07-05T22:38:34Z,2026-07-06T08:38:34+10:00,2026-07-06,2026-07-06T23:46:32Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,127.2,AUD,127.2,AUD,31.8,AUD,31.8,AUD,12.47,AUD,12.47,AUD,10.0,AUD,10.0,AUD,137.2,AUD,137.2,AUD,137.2,AUD,137.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616535793803,6616535793803,STE138440,2026-07-05T22:41:15Z,2026-07-06T08:41:15+10:00,2026-07-06,2026-07-05T22:41:11Z,2026-07-06T08:41:11+10:00,2026-07-06,2026-07-09T01:21:52Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,71.2,AUD,71.2,AUD,17.8,AUD,17.8,AUD,7.38,AUD,7.38,AUD,10.0,AUD,10.0,AUD,81.2,AUD,81.2,AUD,81.2,AUD,81.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616538382475,6616538382475,STE138441,2026-07-05T22:43:06Z,2026-07-06T08:43:06+10:00,2026-07-06,2026-07-05T22:43:03Z,2026-07-06T08:43:03+10:00,2026-07-06,2026-07-08T04:06:37Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,111.2,AUD,111.2,AUD,27.8,AUD,27.8,AUD,11.2,AUD,11.2,AUD,12.0,AUD,12.0,AUD,123.2,AUD,123.2,AUD,123.2,AUD,123.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616544084107,6616544084107,STE138442,2026-07-05T22:48:01Z,2026-07-06T08:48:01+10:00,2026-07-06,2026-07-05T22:47:57Z,2026-07-06T08:47:57+10:00,2026-07-06,2026-07-09T23:11:58Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,127.2,AUD,127.2,AUD,31.8,AUD,31.8,AUD,12.47,AUD,12.47,AUD,10.0,AUD,10.0,AUD,137.2,AUD,137.2,AUD,137.2,AUD,137.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616633704587,6616633704587,STE138443,2026-07-06T00:06:00Z,2026-07-06T10:06:00+10:00,2026-07-06,2026-07-06T00:05:59Z,2026-07-06T10:05:59+10:00,2026-07-06,2026-07-09T03:04:53Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,219.0,AUD,219.0,AUD,0.0,AUD,0.0,AUD,20.82,AUD,20.82,AUD,10.0,AUD,10.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616634753163,6616634753163,STE138444,2026-07-06T00:06:54Z,2026-07-06T10:06:54+10:00,2026-07-06,2026-07-06T00:06:53Z,2026-07-06T10:06:53+10:00,2026-07-06,2026-07-08T00:00:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,197.1,AUD,197.1,AUD,21.9,AUD,21.9,AUD,18.83,AUD,18.83,AUD,10.0,AUD,10.0,AUD,207.1,AUD,207.1,AUD,207.1,AUD,207.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616642420875,6616642420875,STE138445,2026-07-06T00:13:30Z,2026-07-06T10:13:30+10:00,2026-07-06,2026-07-06T00:13:26Z,2026-07-06T10:13:26+10:00,2026-07-06,2026-07-07T00:27:28Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,218.0,AUD,218.0,AUD,0.0,AUD,0.0,AUD,20.73,AUD,20.73,AUD,10.0,AUD,10.0,AUD,228.0,AUD,228.0,AUD,228.0,AUD,228.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616651858059,6616651858059,STE138446,2026-07-06T00:22:02Z,2026-07-06T10:22:02+10:00,2026-07-06,2026-07-06T00:22:01Z,2026-07-06T10:22:01+10:00,2026-07-06,2026-07-07T00:18:53Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,219.0,AUD,219.0,AUD,0.0,AUD,0.0,AUD,20.82,AUD,20.82,AUD,10.0,AUD,10.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616657297547,6616657297547,STE138447,2026-07-06T00:26:16Z,2026-07-06T10:26:16+10:00,2026-07-06,2026-07-06T00:26:14Z,2026-07-06T10:26:14+10:00,2026-07-06,2026-07-08T02:55:46Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,3,NO_RETURN,AU,3,229.6,AUD,229.6,AUD,57.4,AUD,57.4,AUD,21.78,AUD,21.78,AUD,10.0,AUD,10.0,AUD,239.6,AUD,239.6,AUD,239.6,AUD,239.6,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616662376587,6616662376587,STE138448,2026-07-06T00:30:39Z,2026-07-06T10:30:39+10:00,2026-07-06,2026-07-06T00:30:38Z,2026-07-06T10:30:38+10:00,2026-07-06,2026-07-07T23:45:06Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,79.2,AUD,79.2,AUD,19.8,AUD,19.8,AUD,8.11,AUD,8.11,AUD,10.0,AUD,10.0,AUD,89.2,AUD,89.2,AUD,89.2,AUD,89.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616669913227,6616669913227,STE138449,2026-07-06T00:37:09Z,2026-07-06T10:37:09+10:00,2026-07-06,2026-07-06T00:37:05Z,2026-07-06T10:37:05+10:00,2026-07-06,2026-07-08T04:01:16Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,158.4,AUD,158.4,AUD,39.6,AUD,39.6,AUD,15.31,AUD,15.31,AUD,10.0,AUD,10.0,AUD,168.4,AUD,168.4,AUD,168.4,AUD,168.4,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616670797963,6616670797963,STE138450,2026-07-06T00:37:56Z,2026-07-06T10:37:56+10:00,2026-07-06,2026-07-06T00:37:52Z,2026-07-06T10:37:52+10:00,2026-07-06,2026-07-08T01:22:20Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,71.2,AUD,71.2,AUD,17.8,AUD,17.8,AUD,7.38,AUD,7.38,AUD,10.0,AUD,10.0,AUD,81.2,AUD,81.2,AUD,81.2,AUD,81.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616671289483,6616671289483,STE138451,2026-07-06T00:38:22Z,2026-07-06T10:38:22+10:00,2026-07-06,2026-07-06T00:38:19Z,2026-07-06T10:38:19+10:00,2026-07-06,2026-07-07T00:48:53Z,2026-07-06T00:42:16Z,CUSTOMER,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,REFUNDED,UNFULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,298.0,AUD,298.0,AUD,298.0,AUD,298.0,AUD
gid://shopify/Order/6616680726667,6616680726667,STE138452,2026-07-06T00:45:48Z,2026-07-06T10:45:48+10:00,2026-07-06,2026-07-06T00:45:45Z,2026-07-06T10:45:45+10:00,2026-07-06,2026-07-08T01:05:23Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,103.2,AUD,103.2,AUD,25.8,AUD,25.8,AUD,10.29,AUD,10.29,AUD,10.0,AUD,10.0,AUD,113.2,AUD,113.2,AUD,113.2,AUD,113.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616704417931,6616704417931,STE138453,2026-07-06T01:03:47Z,2026-07-06T11:03:47+10:00,2026-07-06,2026-07-06T01:03:43Z,2026-07-06T11:03:43+10:00,2026-07-06,2026-07-08T00:54:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,134.4,AUD,134.4,AUD,33.6,AUD,33.6,AUD,13.13,AUD,13.13,AUD,10.0,AUD,10.0,AUD,144.4,AUD,144.4,AUD,144.4,AUD,144.4,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616725782667,6616725782667,STE138454,2026-07-06T01:21:58Z,2026-07-06T11:21:58+10:00,2026-07-06,2026-07-06T01:21:55Z,2026-07-06T11:21:55+10:00,2026-07-06,2026-07-08T03:25:30Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,405.6,AUD,405.6,AUD,101.4,AUD,101.4,AUD,36.87,AUD,36.87,AUD,0.0,AUD,0.0,AUD,405.6,AUD,405.6,AUD,405.6,AUD,405.6,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616730370187,6616730370187,STE138455,2026-07-06T01:26:13Z,2026-07-06T11:26:13+10:00,2026-07-06,2026-07-06T01:26:09Z,2026-07-06T11:26:09+10:00,2026-07-06,2026-07-07T01:14:11Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,127.2,AUD,127.2,AUD,31.8,AUD,31.8,AUD,12.47,AUD,12.47,AUD,10.0,AUD,10.0,AUD,137.2,AUD,137.2,AUD,137.2,AUD,137.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616731713675,6616731713675,STE138456,2026-07-06T01:27:24Z,2026-07-06T11:27:24+10:00,2026-07-06,2026-07-06T01:27:21Z,2026-07-06T11:27:21+10:00,2026-07-06,2026-07-15T03:07:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,87.2,AUD,87.2,AUD,21.8,AUD,21.8,AUD,8.84,AUD,8.84,AUD,10.0,AUD,10.0,AUD,97.2,AUD,97.2,AUD,97.2,AUD,97.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616732696715,6616732696715,STE138457,2026-07-06T01:28:26Z,2026-07-06T11:28:26+10:00,2026-07-06,2026-07-06T01:28:21Z,2026-07-06T11:28:21+10:00,2026-07-06,2026-07-06T23:18:24Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,NZD,2,NO_RETURN,NZ,2,170.98,AUD,208.0,NZD,42.75,AUD,52.0,NZD,24.98,AUD,30.39,NZD,20.55,AUD,25.0,NZD,191.53,AUD,233.0,NZD,191.54,AUD,233.0,NZD,0.0,AUD,0.0,NZD
gid://shopify/Order/6616733286539,6616733286539,STE138458,2026-07-06T01:28:54Z,2026-07-06T11:28:54+10:00,2026-07-06,2026-07-06T01:28:50Z,2026-07-06T11:28:50+10:00,2026-07-06,2026-07-15T08:57:35Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,135.2,AUD,135.2,AUD,33.8,AUD,33.8,AUD,13.2,AUD,13.2,AUD,10.0,AUD,10.0,AUD,145.2,AUD,145.2,AUD,145.2,AUD,145.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616739315851,6616739315851,STE138459,2026-07-06T01:33:57Z,2026-07-06T11:33:57+10:00,2026-07-06,2026-07-06T01:33:54Z,2026-07-06T11:33:54+10:00,2026-07-06,2026-07-07T00:42:16Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,63.2,AUD,63.2,AUD,15.8,AUD,15.8,AUD,6.66,AUD,6.66,AUD,10.0,AUD,10.0,AUD,73.2,AUD,73.2,AUD,73.2,AUD,73.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616766775435,6616766775435,STE138460,2026-07-06T01:59:03Z,2026-07-06T11:59:03+10:00,2026-07-06,2026-07-06T01:58:59Z,2026-07-06T11:58:59+10:00,2026-07-06,2026-07-07T01:41:02Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,55.2,AUD,55.2,AUD,13.8,AUD,13.8,AUD,5.93,AUD,5.93,AUD,10.0,AUD,10.0,AUD,65.2,AUD,65.2,AUD,65.2,AUD,65.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616767856779,6616767856779,STE138461,2026-07-06T02:00:18Z,2026-07-06T12:00:18+10:00,2026-07-06,2026-07-06T02:00:17Z,2026-07-06T12:00:17+10:00,2026-07-06,2026-07-17T08:21:47Z,,,False,True,True,True,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PARTIALLY_REFUNDED,FULFILLED,Airwallex Afterpay,AUD,AUD,2,RETURNED,AU,2,199.0,AUD,199.0,AUD,0.0,AUD,0.0,AUD,18.09,AUD,18.09,AUD,0.0,AUD,0.0,AUD,211.95,AUD,211.95,AUD,368.0,AUD,368.0,AUD,156.05,AUD,156.05,AUD
gid://shopify/Order/6616825561227,6616825561227,STE138462,2026-07-06T02:49:19Z,2026-07-06T12:49:19+10:00,2026-07-06,2026-07-06T02:49:18Z,2026-07-06T12:49:18+10:00,2026-07-06,2026-07-09T20:51:19Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Klarna,AUD,CAD,1,NO_RETURN,CA,1,190.05,AUD,187.2,CAD,21.12,AUD,20.8,CAD,28.07,AUD,27.65,CAD,39.59,AUD,39.0,CAD,261.95,AUD,258.02,CAD,261.95,AUD,258.02,CAD,0.0,AUD,0.0,CAD
gid://shopify/Order/6616842043531,6616842043531,STE138463,2026-07-06T03:03:57Z,2026-07-06T13:03:57+10:00,2026-07-06,2026-07-06T03:03:56Z,2026-07-06T13:03:56+10:00,2026-07-06,2026-07-07T01:41:05Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,238.4,AUD,238.4,AUD,59.6,AUD,59.6,AUD,22.59,AUD,22.59,AUD,10.0,AUD,10.0,AUD,248.4,AUD,248.4,AUD,248.4,AUD,248.4,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616852037771,6616852037771,STE138464,2026-07-06T03:14:34Z,2026-07-06T13:14:34+10:00,2026-07-06,2026-07-06T03:14:33Z,2026-07-06T13:14:33+10:00,2026-07-06,2026-07-07T01:41:07Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,1,NO_RETURN,AU,1,219.0,AUD,219.0,AUD,0.0,AUD,0.0,AUD,20.82,AUD,20.82,AUD,10.0,AUD,10.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616866947211,6616866947211,STE138465,2026-07-06T03:27:40Z,2026-07-06T13:27:40+10:00,2026-07-06,2026-07-06T03:27:36Z,2026-07-06T13:27:36+10:00,2026-07-06,2026-07-07T01:41:08Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,246.2,AUD,246.2,AUD,21.8,AUD,21.8,AUD,23.29,AUD,23.29,AUD,10.0,AUD,10.0,AUD,256.2,AUD,256.2,AUD,256.2,AUD,256.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6616882184331,6616882184331,STE138466,2026-07-06T03:40:33Z,2026-07-06T13:40:33+10:00,2026-07-06,2026-07-06T03:40:30Z,2026-07-06T13:40:30+10:00,2026-07-06,2026-07-07T01:41:10Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD,16.27,AUD,16.27,AUD,10.0,AUD,10.0,AUD,179.0,AUD,179.0,AUD,179.0,AUD,179.0,AUD,0.0,AUD,0.0,AUD
